ID,ResortName,Continent,Country,StateProvince,URL,Altitude,Easy,Intermediate,Difficult,Adult,Youth,Child,Currency,ResortSize,SlopeOfferingVariety,LiftsAndCableCars,Latitude,Longitude
2946,mont-sainte-anne-beaupre,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-sainte-anne-beaupre/,800,15,34,24,79,56,39,Canadian Dollar,3.6,3.9,4.1,47.0833333,-70.9333333
360,bear-valley,North America,USA,California,http://www.skiresort.info/ski-resort/bear-valley/,2590,17,27,23,79,68,32,US Dollar,3.5,3.9,3.4,38.4646337,-120.0399088
5248,whitefish-mountain-resort,North America,USA,Montana,http://www.skiresort.info/ski-resort/whitefish-mountain-resort/,2078,18,46,27,79,68,40,US Dollar,3.9,4.2,3.5,48.4805905,-114.3503233
4182,schweitzer-mountain-resort,North America,USA,Idaho,http://www.skiresort.info/ski-resort/schweitzer-mountain-resort/,1950,20,40,35,79,0,50,US Dollar,4,4.3,3.6,48.3672738,-116.6233189
2147,kimberley,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/kimberley/,1982,15,35,30,79.95,59.95,31.95,Canadian Dollar,3,4,3,49.6651567,-115.9967207
3301,nubs-nob-ski-area,North America,USA,Michigan,http://www.skiresort.info/ski-resort/nubs-nob-ski-area/,403,6.2,9,3.7,80,68,57,US Dollar,2.3,2.6,3,45.4717721,-84.9040952
919,crystal-mountain-wa,North America,USA,Washington State,http://www.skiresort.info/ski-resort/crystal-mountain-wa/,2137,8,27,15,80,0,56,US Dollar,3.2,3.5,3.8,46.9281666,-121.5045349
107,alpine-ski-club-collingwood,North America,Canada,Ontario,http://www.skiresort.info/ski-resort/alpine-ski-club-collingwood/,460,10,6,4,80,0,55,Canadian Dollar,2.4,2.7,3.4,44.5233681,-80.347586
1453,granite-peak-at-rib-mountain-state-park,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/granite-peak-at-rib-mountain-state-park/,594,10,5,5,80,0,60,US Dollar,2.4,2.8,3.4,44.921581,-89.688221
4387,smugglers-notch,North America,USA,Vermont,http://www.skiresort.info/ski-resort/smugglers-notch/,1112,13,41,24,80,0,64,US Dollar,3.7,4,3,44.5553294,-72.795679
1847,hunter-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/hunter-mountain/,975,18,18,19,80,0,64,US Dollar,3.2,3.6,3.4,42.207763,-74.207797
5207,waterville-valley,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/waterville-valley/,1220,3.5,16,5.5,81,71,61,US Dollar,2.6,2.9,3.3,43.9500695,-71.4995204
2671,lutsen-mountains,North America,USA,Minnesota,http://www.skiresort.info/ski-resort/lutsen-mountains/,503,8,19,13,82,0,67,US Dollar,2.9,3.2,3.6,47.663713,-90.7135557
3082,mt-hood-meadows,North America,USA,Oregon,http://www.skiresort.info/ski-resort/mt-hood-meadows/,2225,13.5,45,31.5,82,0,49,US Dollar,3.9,4.2,3.9,45.3317552,-121.6651848
2687,mad-river-glen,North America,USA,Vermont,http://www.skiresort.info/ski-resort/mad-river-glen/,1108,14,17,15,82,0,68,US Dollar,3.1,3.5,3,44.2024842,-72.9175431
1967,jay-peak,North America,USA,Vermont,http://www.skiresort.info/ski-resort/jay-peak/,1175,15,31,30,82,0,64,US Dollar,3.7,4,3.2,44.9649254,-72.4602429
1423,gore-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/gore-mountain/,1097,6.7,28.2,23.3,83,65,46,US Dollar,3.3,3.6,3.6,43.6732782,-74.0068455
5251,whitewater-nelson,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/whitewater-nelson/,2003,10,20,20,83.5,66.5,41.5,Canadian Dollar,3.2,3.5,3,49.494022,-117.293644
5289,wintergreen-resort,North America,USA,Virginia,http://www.skiresort.info/ski-resort/wintergreen-resort/,1071,2,4,4,84,0,64,US Dollar,2,2.3,3.8,37.9298844,-78.94174
3102,mt-sunapee,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/mt-sunapee/,828,8,16,6,84,67,57,US Dollar,2.7,3,3.6,43.313611,-72.074167
729,castle-mountain,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/castle-mountain/,2273,9,20,65,84,74,34,Canadian Dollar,3,5,3,51.3273486,-115.9657409
3176,nakiska,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/nakiska/,2260,4.2,14.7,6.1,84.95,63.95,33.95,Canadian Dollar,3,4,4,50.9427038,-115.1510985
260,attitash-mountain-resort,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/attitash-mountain-resort/,716,7.4,17.4,12.2,85,0,64,US Dollar,2.9,3.2,3.3,44.082771,-71.229443
5260,wildcat-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/wildcat-mountain/,1238,9.4,22.1,14,85,0,64,US Dollar,3.1,3.4,3.5,44.2589548,-71.2014625
136,alyeska-resort-girdwood,North America,USA,Alaska,http://www.skiresort.info/ski-resort/alyeska-resort-girdwood/,840,14,31,17,85,68,39,US Dollar,3.4,3.7,3.5,60.9704373,-149.0985114
3702,powder-mountain,North America,USA,Utah,http://www.skiresort.info/ski-resort/powder-mountain/,2712,30,50,55,85,0,47,US Dollar,4.5,4.8,3.2,41.378963,-111.780685
4228,seven-springs,North America,USA,Pennsylvania,http://www.skiresort.info/ski-resort/seven-springs/,915,6,7,4,87,0,67,US Dollar,2.3,2.6,3.3,40.0219309,-79.29024
4466,solitude,North America,USA,Utah,http://www.skiresort.info/ski-resort/solitude/,3000,20,30,14,88,56,0,US Dollar,3.4,3.7,3.8,40.6210616,-111.5932552
548,boyne-highlands,North America,USA,Michigan,http://www.skiresort.info/ski-resort/boyne-highlands/,408,4,3,3,89,79,69,US Dollar,2,2.4,3.2,45.4708444,-84.9354489
549,boyne-mountain,North America,USA,Michigan,http://www.skiresort.info/ski-resort/boyne-mountain/,372,4.5,6,3.5,89,79,69,US Dollar,2.2,2.6,3.1,45.168065,-84.9161574
358,bear-mountain-big-bear-lake,North America,USA,California,http://www.skiresort.info/ski-resort/bear-mountain-big-bear-lake/,2684,8,11.2,8,89,73,36,US Dollar,2.7,3.1,3.4,34.2276705,-116.8608046
4417,snow-summit-big-bear-lake,North America,USA,California,http://www.skiresort.info/ski-resort/snow-summit-big-bear-lake/,2500,10,12,7,89,73,36,US Dollar,2.6,2.9,3.4,34.2375475,-116.8886157
218,arizona-snowbowl,North America,USA,Arizona,http://www.skiresort.info/ski-resort/arizona-snowbowl/,3505,12,14,11,89,75,55,US Dollar,2.9,3.3,3.3,35.330886,-111.7103
3050,mount-washington,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/mount-washington/,1588,12,21,27,89,74,49,Canadian Dollar,3.4,3.7,3.5,49.7530555,-125.2963888
3762,purgatory-durango,North America,USA,Colorado,http://www.skiresort.info/ski-resort/purgatory-durango/,3299,15,40,30,89,70,55,US Dollar,3.8,4.1,3.6,37.2931423,-107.874349
586,bretton-woods,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/bretton-woods/,945,25,16,15,89,68,53,US Dollar,3.2,3.6,3.8,44.2581201,-71.4411894
1445,grand-targhee,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/grand-targhee/,3048,5,15,15,90,0,42,US Dollar,2.9,3.2,3.8,43.787113,-110.959296
3845,red-mountain-resort-rossland,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/red-mountain-resort-rossland/,2075,20,50,50,92,74,46,Canadian Dollar,4.3,4.6,3,49.1024147,-117.8194705
5247,whiteface-lake-placid,North America,USA,New York,http://www.skiresort.info/ski-resort/whiteface-lake-placid/,1340,7,15,13,94,74,58,US Dollar,3,5,3,44.3658804,-73.9026456
1119,eldora-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/eldora-mountain/,3292,11,26,15,94,0,54,US Dollar,3.1,3.4,3.2,39.9372203,-105.5826786
3045,mount-snow,North America,USA,Vermont,http://www.skiresort.info/ski-resort/mount-snow/,1095,6,46,8,95,0,75,US Dollar,3.4,3.7,3.7,42.9602444,-72.9204014
2630,loon-mountain,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/loon-mountain/,930,13,26,6,95,83,71,US Dollar,3.1,3.4,3.8,44.03597,-71.6214399
4669,sun-peaks,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/sun-peaks/,2082,13.5,78,43.5,95,76,48,Canadian Dollar,4,5,4,50.877459,-119.910142
2755,marmot-basin-jasper,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/marmot-basin-jasper/,2410,26,26,39,95,76,34,Canadian Dollar,3,5,4,52.8011121,-118.0831592
4646,sugarloaf,North America,USA,Maine,http://www.skiresort.info/ski-resort/sugarloaf/,1286,28,40,51,95,79,69,US Dollar,4.3,4.6,3.4,45.0314444,-70.3131231
3065,mt-bachelor,North America,USA,Oregon,http://www.skiresort.info/ski-resort/mt-bachelor/,2763,15,25,60,96,78,54,US Dollar,4.1,4.4,4,44.0032939,-121.6787834
4298,silver-star,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/silver-star/,1915,20,50,45,96,77,50,Canadian Dollar,4,5,4,50.3597927,-119.0588591
4645,sugarbush,North America,USA,Vermont,http://www.skiresort.info/ski-resort/sugarbush/,1240,17,40,30,97,0,77,US Dollar,3.9,4.2,3.7,44.112005,-72.8559473
4428,snowbasin,North America,USA,Utah,http://www.skiresort.info/ski-resort/snowbasin/,2850,5,28,15,99,0,55,US Dollar,3.1,3.4,3.9,41.216045,-111.856897
4440,snowshoe-mountain,North America,USA,West Virginia,http://www.skiresort.info/ski-resort/snowshoe-mountain/,1478,14,11,6,99,87,82,US Dollar,2.7,3,3.5,38.4107965,-79.9936029
3876,revelstoke-mountain-resort,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/revelstoke-mountain-resort/,2225,16,18,21,99,78,39,Canadian Dollar,3,5,4,50.9583028,-118.1637752
2954,mont-tremblant,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/mont-tremblant/,875,16.6,25.2,37.1,99,66,56,Canadian Dollar,4,5,4,46.1184616,-74.5961852
3485,panorama,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/panorama/,2365,20,55,25,99,86,46,Canadian Dollar,4,5,3,50.4583706,-116.2384659
199,arapahoe-basin,North America,USA,Colorado,http://www.skiresort.info/ski-resort/arapahoe-basin/,3790,40,25,40,100,85,52,US Dollar,3,5,3,39.642312,-105.871685
4286,sierra-at-tahoe,North America,USA,Western United States,http://www.skiresort.info/ski-resort/sierra-at-tahoe/,2698,12,23,11.5,104,94,43,US Dollar,3,4,3,38.800887,-120.08093
119,alta,North America,USA,Utah,http://www.skiresort.info/ski-resort/alta/,3215,29,46.4,40.6,104,0,54,US Dollar,4.3,4.7,3.7,40.5888394,-111.6379793
2425,lake-louise,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/lake-louise/,2637,35,62,42,104,79,39,Canadian Dollar,4,5,4,51.4253705,-116.1772552
2137,kicking-horse-golden,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/kicking-horse-golden/,2450,20,20,60,104.95,78.95,41.95,Canadian Dollar,3,5,4,51.3066595,-116.9827447
1219,fernie,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/fernie/,2134,42,58,42,104.95,78.95,41.95,Canadian Dollar,4,5,3,49.5040452,-115.0630649
450,big-white,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/big-white/,2285,18.9,56.7,29.4,105,89,62,Canadian Dollar,4,5,4,49.7216277,-118.9265789
4769,taos,North America,USA,New Mexico,http://www.skiresort.info/ski-resort/taos/,3795,27,28,58,105,85,65,US Dollar,4.2,4.5,3,36.4072485,-105.5730665
4675,sunday-river,North America,USA,Maine,http://www.skiresort.info/ski-resort/sunday-river/,957,30,40,14,105,79,69,US Dollar,3.8,4.1,3.6,44.4929497,-70.8585535
4622,stratton,North America,USA,Vermont,http://www.skiresort.info/ski-resort/stratton/,1181,60,20,12,105,89,79,US Dollar,3.9,4.2,3.7,43.0428562,-72.9109334
2010,june-mountain,North America,USA,California,http://www.skiresort.info/ski-resort/june-mountain/,3075,2.1,12.9,20.7,109,89,0,US Dollar,2.9,3.1,3.6,37.739932,-119.0701438
4687,sunshine-village,North America,Canada,Alberta,http://www.skiresort.info/ski-resort/sunshine-village/,2730,25,50,34,109,85,42,Canadian Dollar,4,5,4,51.1151858,-115.7632758
3377,okemo,North America,USA,Vermont,http://www.skiresort.info/ski-resort/okemo/,1019,22,26,22,110,97,84,US Dollar,3.6,4,3.7,43.3958728,-72.7006091
4643,sugar-bowl,North America,USA,Western United States,http://www.skiresort.info/ski-resort/sugar-bowl/,2555,15.3,40.5,34.2,115,94,66,US Dollar,3.8,4.1,3.7,37.09024,-95.712891
908,crested-butte,North America,USA,Colorado,http://www.skiresort.info/ski-resort/crested-butte/,3707,27,69,25,115,104,63,US Dollar,4.3,4.6,3.7,38.8697146,-106.9878231
2146,killington,North America,USA,Vermont,http://www.skiresort.info/ski-resort/killington/,1285,37.4,43,46,115,0,89,US Dollar,4.4,4.8,3.7,43.6775677,-72.7798247
2164,kirkwood,North America,USA,Western United States,http://www.skiresort.info/ski-resort/kirkwood/,2987,15,30,20,119,107,87,US Dollar,3.5,3.8,3.2,38.7023082,-120.0722442
1025,dollar-mountain-sun-valley,North America,USA,Idaho,http://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,2023,7,2,0,120,0,58,US Dollar,2,2,3.7,43.6905069,-114.3461103
3098,mt-rose,North America,USA,Western United States,http://www.skiresort.info/ski-resort/mt-rose/,2957,20,30,50,125,0,75,US Dollar,4,4.3,3.5,39.3437237,-119.9171448
318,bald-mountain-sun-valley,North America,USA,Idaho,http://www.skiresort.info/ski-resort/bald-mountain-sun-valley/,2788,35,40,17,125,0,75,US Dollar,4,4.3,3.9,43.6905069,-114.3461103
4526,squaw-valley,North America,USA,Western United States,http://www.skiresort.info/ski-resort/squaw-valley/,2760,25,45,30,129,112,78,US Dollar,4,5,4,39.1969804,-120.2357055
4429,snowbird,North America,USA,Utah,http://www.skiresort.info/ski-resort/snowbird/,3353,27,38,38,129,0,61,US Dollar,4.1,4.5,3.7,40.5818948,-111.6552024
4615,stowe,North America,USA,Vermont,http://www.skiresort.info/ski-resort/stowe/,1116,20,42,8,131,0,111,US Dollar,3,5,4,44.4654332,-72.6874023
4795,telluride,North America,USA,Colorado,http://www.skiresort.info/ski-resort/telluride/,3815,6.7,51.7,29.8,133,0,79,US Dollar,4,5,4,37.9374939,-107.8122852
975,deer-valley,North America,USA,Utah,http://www.skiresort.info/ski-resort/deer-valley/,2917,27,41,32,135,135,84,US Dollar,4,4.4,4,40.63738,-111.478306
447,big-sky-resort,North America,USA,Montana,http://www.skiresort.info/ski-resort/big-sky-resort/,3398,55,69,126,135,115,86,US Dollar,4.9,5,3.6,45.2857289,-111.4012076
5241,whistler-blackcomb,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/whistler-blackcomb/,2284,40,110,50,139,119,70,Canadian Dollar,5,5,5,50.1149639,-122.9486474
3502,park-city,North America,USA,Utah,http://www.skiresort.info/ski-resort/park-city/,3049,27,152,71,145,0,93,US Dollar,4.8,5,3.9,40.6460622,-111.4979729
1936,jackson-hole,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/jackson-hole/,3185,16,50,50,149,0,91,US Dollar,4.4,4.7,3.6,43.4799291,-110.7624282
887,copper-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/copper-mountain/,3767,30,40,56,150,0,85,US Dollar,4.4,4.7,3.7,39.502141,-106.1509952
1622,heavenly,North America,USA,Western United States,http://www.skiresort.info/ski-resort/heavenly/,3060,18,42,34,152,125,90,US Dollar,4,5,4,38.939926,-119.9771868
3280,northstar-california-resort,North America,USA,Western United States,http://www.skiresort.info/ski-resort/northstar-california-resort/,2624,25,45,27,152,125,90,US Dollar,4,4.4,4.1,39.2745678,-120.1210934
5282,winter-park-resort,North America,USA,Colorado,http://www.skiresort.info/ski-resort/winter-park-resort/,3676,11,53,79,159,0,99,US Dollar,4,5,4,39.8868485,-105.762548
2730,mammoth-mountain,North America,USA,California,http://www.skiresort.info/ski-resort/mammoth-mountain/,3369,18.4,48.5,22.9,159,130,64,US Dollar,4,5,4,37.6307692,-119.0326342
105,alpine-meadows,North America,USA,Western United States,http://www.skiresort.info/ski-resort/alpine-meadows/,2632,25,40,35,159,134,98,US Dollar,3,5,4,39.1785177,-120.2276948
2133,keystone,North America,USA,Colorado,http://www.skiresort.info/ski-resort/keystone/,3651,25,65,45,159,0,92,US Dollar,4,5,4,39.5791675,-105.9347384
574,breckenridge,North America,USA,Colorado,http://www.skiresort.info/ski-resort/breckenridge/,3914,28,60,65,164,0,107,US Dollar,4,5,4,39.4816537,-106.0383518
4566,steamboat,North America,USA,Colorado,http://www.skiresort.info/ski-resort/steamboat/,3221,25,95,45,165,135,105,US Dollar,4.8,5,3.9,40.4849769,-106.8317158
253,aspen-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/aspen-mountain/,3418,0,49,54,169,0,112,US Dollar,3,4,4,39.1760986,-106.8292058
670,buttermilk-mountain,North America,USA,Colorado,http://www.skiresort.info/ski-resort/buttermilk-mountain/,3018,11.9,13.3,8.8,169,0,112,US Dollar,3,4,4,39.2057944,-106.8604932
4436,snowmass,North America,USA,Colorado,http://www.skiresort.info/ski-resort/snowmass/,3813,14.2,111,111,169,0,112,US Dollar,5,5,4,39.3310273,-106.9848271
252,aspen-highlands,North America,USA,Colorado,http://www.skiresort.info/ski-resort/aspen-highlands/,3559,24.3,40.5,70.2,169,0,112,US Dollar,4,5,4,39.1760986,-106.8292058
5024,vail,North America,USA,Colorado,http://www.skiresort.info/ski-resort/vail/,3433,57,84,93,169,0,117,US Dollar,5,5,4,39.6402638,-106.3741955
367,beaver-creek,North America,USA,Colorado,http://www.skiresort.info/ski-resort/beaver-creek/,3488,28.5,64.5,57,189,0,130,US Dollar,4,5,4,39.604225,-106.516515
